genus,species,family,demersal,benthopelagic,bathydemersal,pelagic,pelagic-neritic,pelagic-oceanic,reef-associated,epipelagic,mesopelagic,bathypelagic,abyssopelagic,marine,freshwater,brackish,anadromous,catadromous,amphidromous,potamodromous,limnodromous,oceanodromous,non-migratory,min_depth_m,max_depth_m,usual_min_depth_m,usual_max_depth_m,min_ph,max_ph,min_dh,max_dh,url
ctenochaetus,striatus,acanthuridae,,,,,,,1.0,,,,,1.0,,,,,,,,,,0.0,60.0,6.0,30.0,,,,,https://www.fishbase.se/summary/Ctenochaetus_striatus.html
gnatholepis,cauerensis,Gobiidae,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,2.0,50.0,2.0,20.0,,,,,https://www.fishbase.se/summary/Gnatholepis_cauerensis.html
chaetodon,trichrous,chaetodontidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,0.0,25.0,,,,,,,https://www.fishbase.ca/summary/Chaetodon_trichrous.html
chiloscyllium,punctatum,hemiscylliidae,1.0,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,0.0,85.0,,,,,,,https://www.fishbase.de/summary/Chiloscyllium_punctatum.html
pterygoplichthys,pardalis,loricariidae,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,7.0,7.5,10.0,20.0,https://www.fishbase.net.br/summary/Pterygoplichthys_pardalis.html
epinephelus,howlandi,Serranidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,1.0,37.0,,,,,,,https://www.fishbase.ca/summary/Epinephelus_howlandi.html
amblyglyphidodon,curacao,pomacentridae,1.0,,,,,,1.0,,,,,1.0,1.0,,,,,,,,1.0,1.0,40.0,1.0,15.0,,,,,https://www.fishbase.ca/summary/Amblyglyphidodon_curacao.html
hexagrammos,otakii,hexagrammidae,1.0,,,,,,,,,,,1.0,,,,,,,,1.0,,4.0,155.0,,,,,,,https://www.fishbase.se/summary/Hexagrammos_otakii.html
apogon,deetsie,apogonidae,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,53.0,1.0,20.0,,,,,https://www.fishbase.se/summary/Apogon_deetsie.html
laemonema,gracillipes,moridae,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,515.0,722.0,,,,,,,https://www.fishbase.ca/summary/Laemonema_gracillipes.html
notropis,stramineus,Cyprinidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.de/summary/Notropis_stramineus.html
mimagoniates,microlepis,characidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.net.br/summary/Mimagoniates_microlepis.html
coryogalops,tessellatus,gobiidae,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,0.0,6.0,,,,,,,https://www.fishbase.ca/summary/Coryogalops_tessellatus.html
paralichthys,dentatus,paralichthyidae,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,1.0,,10.0,183.0,?,37.0,,,,,https://www.fishbase.ca/summary/Paralichthys_dentatus.html
auchenipterichthys,longimanus,auchenipteridae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,6.0,7.2,,,https://www.fishbase.se/summary/Auchenipterichthys_longimanus.html
myripristis,vittata,holocentridae,,1.0,,,,,1.0,,,,,1.0,1.0,,,,,,,,,3.0,100.0,15.0,80.0,,,,,https://www.fishbase.de/summary/Myripristis_vittata.html
lagocephalus,inermis,tetraodontidae,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,10.0,200.0,,,,,,,https://www.fishbase.net.br/summary/Lagocephalus_inermis.html
chitala,borneensis,notopteridae,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Chitala_borneensis.html
scombrops,oculatus,scombropidae,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,200.0,610.0,200.0,610.0,,,,,https://www.fishbase.ca/summary/Scombrops_oculatus.html
meiacanthus,grammistes,blenniidae,1.0,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,1.0,20.0,,,,,,,https://www.fishbase.ca/summary/Meiacanthus_grammistes.html
pristicon,trimaculatus,apogonidae,,,,,,,1.0,,,,,1.0,,,,,,,,,,1.0,35.0,,,,,,,https://www.fishbase.se/summary/Pristicon_trimaculatus.html
amphilophus,citrinellus,cichlidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.se/summary/Amphilophus_citrinellus.html
alosa,fallax,clupeidae,1.0,,,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,,,,,,1.0,10.0,400.0,,,,,,,https://www.fishbase.ca/summary/Alosa_fallax.html
paracetopsis,esmeraldas,cetopsidae,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.de/summary/Paracetopsis_esmeraldas.html
moema,pepotei,rivulidae,,1.0,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,https://www.fishbase.net.br/summary/Moema_pepotei.html
bathylagoides,wesethi,bathylagidae,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,25.0,1130.0,,,,,,,https://www.fishbase.ca/summary/Bathylagoides_wesethi.html
centropyge,tibicen,pomacanthidae,,,,,,,1.0,,,,,1.0,,,,,,,,,1.0,4.0,55.0,,,,,,,https://www.fishbase.se/summary/Centropyge_tibicen.html
coregonus,artedi,Salmonidae,,,,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,,,,,,,0.0,64.0,,,,,,,https://www.fishbase.se/summary/Coregonus_artedi.html
macropharyngodon,negrosensis,labridae,,,,1.0,,,1.0,,,,,1.0,1.0,,,,,,,,1.0,8.0,32.0,8.0,32.0,,,,,https://www.fishbase.ca/summary/Macropharyngodon_negrosensis.html
congochromis,sabinae,cichlidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.de/summary/Congochromis_sabinae.html
brachyrhaphis,cascajalensis,Poeciliidae,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,https://www.fishbase.net.br/summary/Brachyrhaphis_cascajalensis.html
saurida,flamma,Synodontidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,1.0,5.0,30.0,,,,,,,https://www.fishbase.ca/summary/Saurida_flamma.html
petromyzon,marinus,petromyzontidae,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,1.0,4099.0,,,,,,,https://www.fishbase.ca/summary/Petromyzon_marinus.html
fundulus,diaphanus,fundulidae,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,https://www.fishbase.se/summary/Fundulus_diaphanus.html
herklotsichthys,quadrimaculatus,Clupeidae,,,,1.0,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,0.0,13.0,,,,,,,https://www.fishbase.ca/summary/Herklotsichthys_quadrimaculatus.html
arripis,georgianus,arripidae,,,,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,1.0,?,,,,,,,https://www.fishbase.de/summary/Arripis_georgianus.html
brycinus,nurse,alestidae,,,,1.0,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,6.0,7.8,,,https://www.fishbase.se/summary/Brycinus_nurse.html
coris,gaimard,labridae,,1.0,,,,,1.0,,,,,1.0,1.0,,,,,,,,,0.0,50.0,,,,,,,https://www.fishbase.net.br/summary/Coris_gaimard.html
elops,lacerta,elopidae,,,,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,1.0,50.0,,,,,,,https://www.fishbase.ca/summary/Elops_lacerta.html
mylocheilus,caurinus,cyprinidae,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Mylocheilus_caurinus.html
brachyistius,aletes,embiotocidae,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,https://www.fishbase.se/summary/Brachyistius_aletes.html
antennablennius,variopunctatus,blenniidae,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,0.0,7.0,,,,,,,https://www.fishbase.ca/summary/Antennablennius_variopunctatus.html
hyperlophus,vittatus,clupeidae,,,,1.0,1.0,,,,,,,1.0,1.0,1.0,,,1.0,,,,,10.0,13.0,,,,,,,https://www.fishbase.de/summary/Hyperlophus_vittatus.html
aplodactylus,etheridgii,aplodactylidae,,,,,,,1.0,,,,,1.0,,,,,,,,,,6.0,20.0,,,,,,,https://www.fishbase.se/summary/Aplodactylus_etheridgii.html
notropis,greenei,Cyprinidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.net.br/summary/Notropis_greenei.html
haplochromis,nigripinnis,cichlidae,,1.0,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,https://www.fishbase.ca/summary/Haplochromis_nigripinnis.html
corydoras,geryi,callichthyidae,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,6.0,8.0,2.0,25.0,https://www.fishbase.ca/summary/Corydoras_geryi.html
iniistius,pentadactylus,labridae,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,2.0,30.0,,,,,,,https://www.fishbase.se/summary/Iniistius_pentadactylus.html
scorpaena,cardinalis,scorpaenidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,0.0,154.0,,,,,,,https://www.fishbase.ca/summary/Scorpaena_cardinalis.html
enneapterygius,atriceps,tripterygiidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,1.0,23.0,,,,,,,https://www.fishbase.de/summary/Enneapterygius_atriceps.html
cryptocentrus,leucostictus,gobiidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,2.0,25.0,,,,,,,https://www.fishbase.net.br/summary/Cryptocentrus_leucostictus.html
stegastes,partitus,pomacentridae,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,1.0,0.0,100.0,,,,,,,https://www.fishbase.se/summary/Stegastes_partitus.html
myripristis,randalli,holocentridae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,15.0,54.0,,,,,,,https://www.fishbase.ca/summary/Myripristis_randalli.html
catostomus,rimiculus,catostomidae,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Catostomus_rimiculus.html
notropis,cummingsae,Cyprinidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.se/summary/Notropis_cummingsae.html
etheostoma,microperca,percidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,7.0,7.8,,,https://www.fishbase.se/summary/Etheostoma_microperca.html
parakneria,thysi,kneriidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Parakneria_thysi.html
vaillantella,maassi,vaillantellidae,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.de/summary/Vaillantella_maassi.html
scorpaena,colorata,scorpaenidae,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,100.0,219.0,,,,,,,https://www.fishbase.net.br/summary/Scorpaena_colorata.html
synodus,fasciapelvicus,synodontidae,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,26.0,29.0,,,,,,,https://www.fishbase.ca/summary/Synodus_fasciapelvicus.html
lepadichthys,lineatus,Gobiesocidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,5.0,25.0,,,,,,,https://www.fishbase.ca/summary/Lepadichthys_lineatus.html
tigrigobius,saucrus,gobiidae,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,https://www.fishbase.se/summary/Tigrigobius_saucrus.html
acanthurus,bariene,acanthuridae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,6.0,50.0,30.0,?,,,,,https://www.fishbase.ca/summary/Acanthurus_bariene.html
scarus,iseri,Scaridae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,3.0,25.0,,,,,,,https://www.fishbase.de/summary/Scarus_iseri.html
gymnothorax,pseudothyrsoideus,Muraenidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,0.0,20.0,,,,,,,https://www.fishbase.net.br/summary/Gymnothorax_pseudothyrsoideus.html
amphiprion,akindynos,pomacentridae,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,1.0,1.0,25.0,,,,,,,https://www.fishbase.se/summary/Amphiprion_akindynos.html
hybopsis,amnis,Cyprinidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Hybopsis_amnis.html
labidochromis,lividus,cichlidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,1.0,8.0,,,7.7,8.3,7.0,20.0,https://www.fishbase.ca/summary/Labidochromis_lividus.html
parequula,melbournensis,gerreidae,1.0,,,,,,,,,,,1.0,,,,,,,,,,3.0,100.0,,,,,,,https://www.fishbase.se/summary/Parequula_melbournensis.html
halichoeres,papilionaceus,labridae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,1.0,4.0,,,,,,,https://www.fishbase.ca/summary/Halichoeres_papilionaceus.html
siganus,uspi,siganidae,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,3.0,30.0,,,,,https://www.fishbase.se/summary/Siganus_uspi.html
halichoeres,nigrescens,labridae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,3.0,10.0,,,,,,,https://www.fishbase.de/summary/Halichoeres_nigrescens.html
cephalopholis,fulva,serranidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,1.0,1.0,150.0,1.0,40.0,,,,,https://www.fishbase.net.br/summary/Cephalopholis_fulva.html
chaetodon,ornatissimus,chaetodontidae,,1.0,,,,,1.0,,,,,1.0,1.0,,,,,,,,,0.0,36.0,,,,,,,https://www.fishbase.ca/summary/Chaetodon_ornatissimus.html
ilyodon,furcidens,goodeidae,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Ilyodon_furcidens.html
chromis,ovalis,Pomacentridae,1.0,1.0,,,,,1.0,,,,,1.0,,,,,,,,,1.0,6.0,161.0,,,,,,,https://www.fishbase.se/summary/Chromis_ovalis.html
corydoras,metae,callichthyidae,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,6.0,8.0,2.0,25.0,https://www.fishbase.ca/summary/Corydoras_metae.html
chaenopsis,megalops,chaenopsidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,?,72.0,,,,,,,https://www.fishbase.de/summary/Chaenopsis_megalops.html
hirculops,cornifer,Blenniidae,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.net.br/summary/Hirculops_cornifer.html
holocentrus,rufus,holocentridae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,0.0,32.0,,,,,,,https://www.fishbase.ca/summary/Holocentrus_rufus.html
nannacara,aureocephalus,cichlidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,0.0,?,0.0,2.0,4.0,6.0,0.0,10.0,https://www.fishbase.ca/summary/Nannacara_aureocephalus.html
chloroscombrus,chrysurus,carangidae,,,,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,0.0,110.0,,,,,,,https://www.fishbase.ca/summary/Chloroscombrus_chrysurus.html
enneapterygius,hollemani,tripterygiidae,1.0,,,,,,,,,,,1.0,,,,,,,,,,0.0,2.0,,,,,,,https://www.fishbase.se/summary/Enneapterygius_hollemani.html
rhinogobius,philippinus,gobiidae,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.se/summary/Rhinogobius_philippinus.html
etheostoma,fusiforme,percidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.de/summary/Etheostoma_fusiforme.html
trixiphichthys,weberi,triacanthidae,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,?,65.0,,,,,,,https://www.fishbase.net.br/summary/Trixiphichthys_weberi.html
oryzias,uwai,adrianichthyidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Oryzias_uwai.html
sarotherodon,occidentalis,cichlidae,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Sarotherodon_occidentalis.html
halichoeres,chrysus,labridae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,2.0,70.0,15.0,60.0,,,,,https://www.fishbase.ca/summary/Halichoeres_chrysus.html
hyporhamphus,affinis,hemiramphidae,,,,,,,1.0,,,,,1.0,,,,,,,,,,0.0,6.0,,,,,,,https://www.fishbase.se/summary/Hyporhamphus_affinis.html
sargocentron,cornutum,holocentridae,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,6.0,40.0,,,,,,,https://www.fishbase.se/summary/Sargocentron_cornutum.html
lethrinus,ravus,lethrinidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,1.0,5.0,35.0,,,,,,,https://www.fishbase.de/summary/Lethrinus_ravus.html
hemigrammocharax,uniocellatus,distichodontidae,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Hemigrammocharax_uniocellatus.html
noturus,eleutherus,ictaluridae,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.net.br/summary/Noturus_eleutherus.html
dischistodus,prosopotaenia,pomacentridae,1.0,,,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,1.0,1.0,12.0,,,,,,,https://www.fishbase.ca/summary/Dischistodus_prosopotaenia.html
cirripectes,auritus,blenniidae,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,0.0,20.0,0.0,10.0,,,,,https://www.fishbase.se/summary/Cirripectes_auritus.html
ancistrus,occidentalis,loricariidae,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Ancistrus_occidentalis.html
synodus,jaculum,Synodontidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,2.0,100.0,,,,,,,https://www.fishbase.de/summary/Synodus_jaculum.html
polysteganus,baissaci,sparidae,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,80.0,100.0,,,,,,,https://www.fishbase.net.br/summary/Polysteganus_baissaci.html
occidentarius,platypogon,ariidae,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,6.0,107.0,?,60.0,,,,,https://www.fishbase.se/summary/Occidentarius_platypogon.html
syncrossus,hymenophysa,cobitidae,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Syncrossus_hymenophysa.html
scarus,scaber,scaridae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,1.0,20.0,,,,,,,https://www.fishbase.ca/summary/Scarus_scaber.html
corydoras,aeneus,callichthyidae,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,6.0,8.0,5.0,19.0,https://www.fishbase.se/summary/Corydoras_aeneus.html
luxilus,albeolus,Cyprinidae,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Luxilus_albeolus.html
trachurus,indicus,carangidae,,,,,,,1.0,,,,,1.0,,,,,,,,,,?,400.0,,,,,,,https://www.fishbase.se/summary/Trachurus_indicus.html
glossogobius,giuris,gobiidae,,1.0,,,,,,,,,,1.0,1.0,1.0,,,1.0,,,,,0.0,5.0,,,,,,,https://www.fishbase.de/summary/Glossogobius_giuris.html
alionematichthys,samoaensis,bythitidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.net.br/summary/Alionematichthys_samoaensis.html
centropyge,boylei,pomacanthidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,53.0,120.0,,,,,,,https://www.fishbase.ca/summary/Centropyge_boylei.html
sargocentron,tiere,Holocentridae,,1.0,,,,,1.0,,,,,1.0,1.0,,,,,,,,,0.0,183.0,1.0,20.0,,,,,https://www.fishbase.ca/summary/Sargocentron_tiere.html
pseudochromis,persicus,pseudochromidae,,,,,,,1.0,,,,,1.0,,,,,,,,,,1.0,25.0,1.0,25.0,,,,,https://www.fishbase.se/summary/Pseudochromis_persicus.html
tenualosa,ilisha,clupeidae,,,,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,,,,,,,?,200.0,,,,,,,https://www.fishbase.se/summary/Tenualosa_ilisha.html
noturus,phaeus,Ictaluridae,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.de/summary/Noturus_phaeus.html
erythrinus,erythrinus,erythrinidae,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,5.6,7.8,,,https://www.fishbase.ca/summary/Erythrinus_erythrinus.html
dentex,maroccanus,sparidae,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,20.0,500.0,,,,,,,https://www.fishbase.net.br/summary/Dentex_maroccanus.html
pachypanchax,playfairii,aplocheilidae,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,6.0,8.0,5.0,19.0,https://www.fishbase.ca/summary/Pachypanchax_playfairii.html
etheostoma,juliae,percidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.se/summary/Etheostoma_juliae.html
halichoeres,scapularis,labridae,,,,1.0,,,1.0,,,,,1.0,1.0,,,,,,,,,1.0,20.0,,,,,,,https://www.fishbase.ca/summary/Halichoeres_scapularis.html
ablabys,taenianotus,tetrarogidae,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,78.0,,,,,,,https://www.fishbase.de/summary/Ablabys_taenianotus.html
choridactylus,lineatus,synanceiidae,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,?,42.0,,,,,,,https://www.fishbase.net.br/summary/Choridactylus_lineatus.html
puntioplites,proctozystron,cyprinidae,,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,https://www.fishbase.se/summary/Puntioplites_proctozystron.html
ophioblennius,atlanticus,epigonidae,1.0,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,50.0,?,,,,,,,https://www.fishbase.ca/summary/Ophioblennius_atlanticus.html
etheostoma,whipplei,percidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Etheostoma_whipplei.html
micropterus,notius,centrarchidae,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.se/summary/Micropterus_notius.html
pholis,laeta,pholidae,1.0,,,,,,,,,,,1.0,,,,,,,,,,0.0,73.0,,,,,,,https://www.fishbase.se/summary/Pholis_laeta.html
glyptothorax,lonah,sisoridae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Glyptothorax_lonah.html
atherinomorus,duodecimalis,atherinidae,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,1.0,,0.0,4.0,,,,,,,https://www.fishbase.net.br/summary/Atherinomorus_duodecimalis.html
sternarchogiton,porcinum,apteronotidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.de/summary/Sternarchogiton_porcinum.html
azurina,elerae,pomacentridae,1.0,,,,,,1.0,,,,,1.0,1.0,,,,,,,,1.0,12.0,70.0,,,,,,,https://www.fishbase.ca/summary/Azurina_elerae.html
zaireichthys,zonatus,amphiliidae,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Zaireichthys_zonatus.html
catostomus,warnerensis,catostomidae,1.0,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,https://www.fishbase.se/summary/Catostomus_warnerensis.html
aplochiton,zebra,galaxiidae,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Aplochiton_zebra.html
brachypetersius,pseudonummifer,alestidae,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,6.0,7.0,,,https://www.fishbase.de/summary/Brachypetersius_pseudonummifer.html
pteroidichthys,amboinensis,scorpaenidae,1.0,,,,,,,,,,,1.0,,,,,,,,,,3.0,43.0,,,,,,,https://www.fishbase.se/summary/Pteroidichthys_amboinensis.html
phenacobius,teretulus,Cyprinidae,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.net.br/summary/Phenacobius_teretulus.html
diapterus,brevirostris,gerreidae,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Diapterus_brevirostris.html
apogonichthyoides,pseudotaeniatus,apogonidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Apogonichthyoides_pseudotaeniatus.html
hemiodus,thayeria,hemiodontidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.se/summary/Hemiodus_thayeria.html
fundulus,grandis,fundulidae,,1.0,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,https://www.fishbase.se/summary/Fundulus_grandis.html
cyprinella,gibbsi,cyprinidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Cyprinella_gibbsi.html
oxylapia,polli,cichlidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.de/summary/Oxylapia_polli.html
mormyrus,rume,mormyridae,1.0,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,https://www.fishbase.net.br/summary/Mormyrus_rume.html
iniistius,pavo,Labridae,,1.0,,,,,1.0,,,,,1.0,1.0,,,,,,,,,1.0,100.0,20.0,?,,,,,https://www.fishbase.ca/summary/Iniistius_pavo.html
notropis,rubricroceus,Cyprinidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Notropis_rubricroceus.html
gibbonsia,elegans,clinidae,1.0,,,,,,,,,,,1.0,,,,,,,,,,?,56.0,?,20.0,,,,,https://www.fishbase.se/summary/Gibbonsia_elegans.html
plectranthias,winniensis,Serranidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,23.0,116.0,,,,,,,https://www.fishbase.ca/summary/Plectranthias_winniensis.html
isocirrhitus,sexfasciatus,cirrhitidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.de/summary/Isocirrhitus_sexfasciatus.html
ambassis,nalua,ambassidae,1.0,,,,,,,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,https://www.fishbase.net.br/summary/Ambassis_nalua.html
pennahia,anea,sciaenidae,1.0,,,,,,,,,,,1.0,,,,,,,,,,?,60.0,,,,,,,https://www.fishbase.se/summary/Pennahia_anea.html
cirrhinus,caudimaculatus,cyprinidae,,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,https://www.fishbase.ca/summary/Cirrhinus_caudimaculatus.html
diapterus,auratus,gerreidae,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Diapterus_auratus.html
microgobius,miraflorensis,gobiidae,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,0.0,36.0,,,,,,,https://www.fishbase.se/summary/Microgobius_miraflorensis.html
epinephelus,tukula,serranidae,,,,,,,1.0,,,,,1.0,,,,,,,,,,10.0,400.0,,,,,,,https://www.fishbase.se/summary/Epinephelus_tukula.html
centropomus,ensiferus,centropomidae,,1.0,,,,,,,,,,1.0,1.0,1.0,,,1.0,,,,,?,22.0,,,,,,,https://www.fishbase.de/summary/Centropomus_ensiferus.html
tylochromis,lateralis,cichlidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Tylochromis_lateralis.html
